sentence,sentiment,topic
"gi?ng viên không gi?i thích gì v? bài t?p , n?u có gi?i thích thì ch? qua loa cho xong .",0,0
n?i dung ch?a cô ??ng .,0,0
cách truy?n ??t ki?n th?c c?a gi?ng viên có h?i khó hi?u .,0,0
"em xin góp ý ki?n nh? th? này , nói không ph?i là nói x?u th?y nh?ng th?y d?y r?t nhàm chán , th?y ch? ??c slide r?i v? thôi , không cho ví d? , không h??ng d?n gi?i bài t?p cho sinh viên .",0,0
"môn nh?p môn công ngh? ph?n m?m tr??c ?ây th?y th??ng b?t seminar cho h?t gi? , xong r?i có nh?ng câu nói gây m?t thi?n c?m , thi?u trách nhi?m doubledot "" tu?n sau thi gi?a k? ha , n?i dung là ph?n này ha , m?y em xem l?i bài ha , không hi?u thì h?i b?n ha , chúng ta k?t thúc ? ?ây ha "" .",0,0
gi?ng viên th??ng xuyên mang ví d? và v?n ?? th?c ti?n vào bài gi?ng .,1,0
cô d?y t?n tâm nhi?t tình .,1,0
gi?ng viên r?t nhi?t tình ch? d?n .,1,0
gi?ng viên h??ng d?n r?t nhi?t tình .,1,0
gi?i thích th?c m?c c?a sinh viên .,1,0
gi?ng lý thuy?t bu?n ng? .,0,0
nên cho ki?m tra theo d?ng hi?u h?n là ch? làm nh?ng bài toán .,0,1
nên chú tr?ng vào môn h?c là h??ng ??i t??ng .,0,1
th?y d?y r?t nhi?u th? hay bên c?nh nh?ng ki?n th?c c? b?n !,1,0
cho ngh? nhi?u bu?i .,0,0
?i h?c vào ch? nh?t ? tr??ng ??i h?c th? d?c th? thao là ?i?u vô lí .,0,1
"ch?t l??ng âm thanh ch?a t?t , còn quá rè .",0,2
cô d?y nhi?t tình v?i sinh viên .,1,1
th?y d? g?n v?i sinh viên .,1,0
"th?y r?t nhi?t tình v?i l?p , gi?i ?áp m?i th?c m?c c?a h?c sinh .",1,0
em th?y v?y ???c r?i .,1,3
"th?y d?y k? , chi ti?t .",1,0
"gi?ng viên nhi?t tình , t?n tâm , chu?n b? tài li?u ??y ?? .",1,0
th?y c?n cho bài t?p d? h?n m?t chút .,0,0
truy?n ??t c?a th?y h?i khó hi?u .,0,0
cô tính ?i?m quá trình ch?a ???c t?t .,0,1
"?ã ??i m?i ch??ng trình ??t ng?t thì không nên ??i c? ngôn ng? , vì quá khó ??i v?i sinh viên .",0,1
h?c th?c hành nhi?u h?n .,0,1
"tích c?c , chuyên c?n , giúp ?? sinh viên t?n tâm .",1,0
"không thông báo rõ ràng và ??y ?? quy ??nh c? th? khi cho sinh viên làm ?? án , ??n khi ch? còn m?t tháng cu?i m?i nh?n ???c thông báo không ???c s? d?ng m?t s? th? vi?n ( sinh viên mail h?i thì m?i nh?n ???c thông báo ) d?n ??n khó kh?n cho sinh viên dù ?ã làm xong ?? án và ph?i làm l?i .",0,0
l?p có m?t s? b?n thi không ??u ? gi?a k? và ???c thi l?i .,0,1
ch??ng trình còn n?ng lý thuy?t .,0,1
phòng wzjwz55 thi?t b? th??ng b? tr?c tr?c .,0,2
ch?a demo nhi?u .,0,1
s? nhi?t tình c?a gi?ng viên .,1,0
môn h?c quá n?ng cho m?t ngành không chuyên toán nh? công ngh? thông tin .,0,1
"ch??ng trình d?y và ki?n th?c c?a th?y c?c k? t?t , ?ng ?áp trôi tr?i v?i câu h?i các b?n sinh viên .",1,0
mong mu?n c?a em ?ó là làm th? nào ?? bài gi?ng c?a gi?ng viên v?a ?ào sâu ki?n th?c lý thuy?t v?a ?i vào th?c t? luôn .,0,0
gi?ng viên c?ng r?t nhi?t tình và quan tâm sinh viên .,1,0
"giáo viên gi?ng d?y t?n tâm , nhi?t tình .",1,0
gi?ng viên ch?a chu?n b? t?t bài gi?ng .,0,0
th?y th??ng xuyên ngh? .,0,0
bài gi?ng thi?u s? thu hút .,0,1
"các ho?t ??ng trao ??i , th?o lu?n trên moodle h?u nh? không có , r?t h?n ch? .",1,1
c?n d?y nhi?u h?n vì khi th?c hành ch? y?u sinh viên t? th?c hành .,0,1
"nhi?t tình , t? m? .",1,0
qu?t c?a phòng b? h? nên h?c h?i b? nóng .,0,2
"??i phòng th?c hành , máy th?c hành b? h? r?t nhi?u .",0,2
"?? ngh? tr??ng có bi?n pháp nâng c?p phòng h?c vì phòng quá d? , quá b?i , máy chi?u thì có phòng r?t t?t nh?ng c?ng có phòng quá t? .",0,2
dù ?ã ki?n ngh? riêng vói th?y nh?ng th?y không thay ??i m?t cách linh ho?t giúp sinh viên n?m ???c lý thuy?t d? dàng h?n .,0,0
ho?t ??ng speaking ch?a nhi?u .,0,0
"ph??ng pháp d?y tr?c quan , d? hi?u , có nhi?u ho?t ??ng cho sinh viên .",1,0
"vui v? , gi?ng d?y tích c?c .",1,0
th?y d?y hay d? hi?u !,1,0
gi?ng d?y sinh ??ng giúp sinh viên ti?p thu ki?n th?c t?t .,1,0
th??ng v? tr??c gi? tan .,0,0
"mong gi?ng viên có th? ??a ra thêm nhi?u ví d? h?n , thú v? h?n n?a .",0,0
"ch?m ?i?m th?c hành c?n xem xét , khó ??t ?i?m cao .",0,1
"gi?ng viên t?n tình chu ?áo , truy?n ??t d? hi?u .",0,0
"vui tính , hài h??c pha l?n trong bài gi?ng c?a th?y !",1,0
giúp bi?t thêm nhi?u ki?n th?c m?i .,1,3
"s? d?ng th? vi?n c?a standford , dùng các câu l?nh trong ?ó ?? áp d?ng vào vi?c phân lo?i v?n b?n .",1,1
?? án th?c t? quá khó v?i sinh viên .,0,0
"thay vào ?ó , n?u cô thêm vào th?t nhi?u ví d? , thì bài gi?ng c?a cô s? sinh ??ng h?n nhi?u , ?? chúng em hi?u sâu v?n ?? h?n .",0,0
th?nh tho?ng ?i h?i tr? .,0,3
ít có t??ng tác v?i cô .,0,0
"m?i bài h?c , m?i bu?i h?c th?y ??u liên h? th?c t? v?i các cách th?c mà các công ty bên ngoài th??ng làm .",1,0
c?n nhi?u bài t?p và l?i gi?i chi ti?t kèm giáo trình .,0,1
quá khó kh?n trong vi?c gi? gi?c và tác phong .,0,0
n?i dung bài h?c và th?i gian gi?ng d?y ???c ??m b?o .,1,1
không chi ti?t nhi?u v? ph?n bài t?p .,0,3
th?y r?t t?n tâm và nhi?t tình .,1,0
bài t?p khó .,0,1
"bài gi?ng hay , thi?t th?c .",1,1
c?n c?i thi?n ?? thi th?c hành cu?i k? ?? sinh viên ? m?c trung bình có th? l?y ?i?m trung bình .,0,1
"phòng h?c còn b?i và nóng , máy chi?u tuy v?n nhìn ???c nh?ng nh? v?y v?n là m? , ng?i xa s? không th?y .",0,2
"th?y nhi?t tình , n?ng n? , vui tính .",1,0
"cô nói nhi?u nh?ng v?n ?? ??n gi?n không c?n gi?i thích n?a , cô không ??m b?o th?i gian d?y trên l?p , hay ??n tr? và sinh viên ph?i ch? .",0,0
nhà tr??ng c?n trang b? máy chi?u t?t h?n ???c không ? .,0,2
"th?y d?y hay , t?n tình , luôn ??m b?o ?? th?i gian h?c t?p trên l?p cho h?c sinh , chu?n b? slide ??p sinh ??ng .",1,0
"gi?ng viên thân thi?n , hay quan tâm t?i sinh viên .",1,0
cách truy?n ??t n?i dung r?t d? hi?u .,1,0
nhi?t tình chuyên môn t?t .,1,0
th?y d?y r?t vui nh?n colonsmile .,1,0
th?y có ph?n h?i d? tính .,0,0
trò ch?i sinh ??ng .,1,1
th?y ch?a h??ng d?n chi ti?t .,0,0
"th?y nên cho v? ?úng gi? là kho?ng 3h30 , th?y toàn cho v? kho?ng g?n 5h , nh?ng b?n ? ngoài v? t?i nhà là t?i r?i .",0,0
còn ít bài t?p .,0,0
"cô vui v? , t?n tâm , nhi?t tình giúp ?? sinh viên .",1,0
"gi?ng viên lên l?p ?úng gi? , ??y ?? .",1,0
"gi?ng viên th?c hành d?y qua loa , không ?? ý nhi?u ??n sinh viên .",0,0
?? c??ng môn h?c c?ng ch?a có gây khó kh?n trong vi?c sinh viên có th? ch? ??ng tìm hi?u tr??c ? nhà .,0,1
là th?y có vi?t l?i gi?i ?? h?c sinh tham kh?o .,1,0
"phòng th?c hành quá bé , b?i b?m , qu?t không quay , ?? ngh? phòng ?ào t?o chia ca th?c hành n?u không s? không ?? ch? ng?i .",0,2
lâu lâu còn k? chuy?n em th?y r?t tho?i mái không quá n?ng n? .,1,0
c?n có ph??ng pháp d?y h??ng v? sinh viên nhi?u h?n .,0,0
"gi?ng viên ??ng l?p d?y ch?a tròn trách nhi?m , còn h?i h?t .",0,0
gi?ng viên r?t nhi?t tình v?i sinh viên .,1,0
em c?m th?y nó r?t h?u ích cho chúng em sau này .,1,1
em ngh? là môn h?c này n?u th?y cho làm các ?? án th?c t? áp d?ng design pattern s? hay h?n và giúp chúng em hi?u sâu h?n thi lý thuy?t .,0,1
b?c xúc vì môn h?c này .,0,1
"bài h?c n?i dung t?t , sinh ??ng .",1,1
gi?ng viên ?i d?y r?t ?úng gi? .,1,0
vui tính .,1,0
"gi?ng viên nên c?p nh?t m?i tài li?u , ví d? video h?c t?p hay bài gi?ng ch?ng h?n .",0,0
"th?y toàn d?y slide ti?ng anh , ?ôi lúc th?y ??c mà có khi th?y còn không hi?u ch? hu?ng chi sinh viên .",0,0
"em không h?c l?p này , không hi?u sao trong danh sách kh?o sát c?a em l?i có l?p này v?i gi?ng viên này .",0,3
gi?ng th?y r?t khó nghe .,0,0
"th?y hi?n , t?n tình .",1,0
"nhi?u khi h?i gi?ng viên mà gi?ng viên ph?i l?i coi cái ?? , coi xong r?i còn nói "" ch?c là cái này "" , "" em c? th? ?i "" .",0,0
"gi?ng d?y và h??ng d?n bài t?p c?n c? th? h?n , c?n có tài li?u trên website môn h?c .",1,0
quá ?úng gi? .,0,0
giáo viên h?i hi?n v?i l?p nên l?p luôn ?n ào và không t?p trung .,0,0
th?y d?y vô cùng nhi?t tình .,1,0
"nhi?t tình , hi?u ý h?c sinh .",1,0
"c?n cung c?p thêm nhi?u tài li?u , c? ti?ng vi?t l?n ti?ng anh .",0,1
"h?n n?a , bu?i th? 2 n?u các nhóm làm chung bu?i 1 ngh? d?n t?i tình tr?ng không có ng??i h?p tác .",0,3
th?y c?ng tâm lý v?i sinh viên t?i em n?a ? .,1,0
có tính th?c ti?n .,1,3
d?y bu?n ng? !,0,0
cô d?y quá nhanh sinh viên không k?p ti?p thu !,0,0
"gi?ng viên phát âm ti?ng anh sai nhi?u , r?t khó nghe .",0,0
môn này không có gi?ng d?y .,0,1
gi?ng bài d? hi?u và vui tính .,1,0
slide ??y ?? .,1,1
môn quan tr?ng mà có 3 ti?t là h?i ít .,0,1
n?u ???c em ki?n ngh? là mu?n gi?m s? l??ng ti?t trong m?t bu?i h?c 4 ti?t thành 3 ti?t ???c r?i !,0,1
"ph??ng pháp d?y hay , k?t h?p nhi?u ho?t ??ng nhóm trong gi? h?c nên t?o h?ng thú cho h?c viên .",1,0
"th?y vui tính , gi?ng r?t thuy?t ph?c .",1,0
không nhàm chán .,1,3
"?? ngh? tr??ng xem xét l?i n?i dung ?? thi cho phù h?p v?i th?i l??ng , bài nghe không rõ ràng gây nhi?u khó kh?n cho sinh viên .",0,1
giáo viên ch?a ch? ??ng gi?ng d?y khi lên l?p .,0,0
cung c?p ??y ?? thông tin c?a môn h?c vào ??u k? .,1,0
thi?u t??ng tác v?i sinh viên .,0,0
c?n ??t câu h?i cho sinh viên trong khi gi?ng d?y và thêm vào ?i?m c?ng n?u sinh viên tr? l?i ???c .,0,0
"gi?ng viên d?y d? hi?u , t?n tâm .",1,0
"th?a , cô luôn ??a ra nh?ng bài t?p mang tính th?c ti?n r?t cao giúp cho nh?ng bài gi?ng v?n mang tính lý thuy?t dài dòng không nhàm chán .",1,0
"gi?ng viên yêu c?u quá nhi?u v? vi?c hoàn thi?n ?? án môn h?c , vi?c ch?m chéo ?? án gi?a các nhóm không h?p lý và không c?n thi?t .",0,0
"cách d?y r?t sáng t?o , hy v?ng ???c h?c nhi?u môn khác v?i th?y .",1,0
nhi?u lúc em lên phòng và th?y l?p khác ?ang h?c khi?n em h?i b?i r?i .,0,3
cô ?i s?m v? mu?n .,1,0
c?n c?i ti?n cách h?c và c?n cho sinh viên ???c th?c hành và ti?p xúc v?i các công ngh? b?o m?t nhi?u h?n ?? sinh viên có th? v?n d?ng ki?n th?c ?ã h?c c?a mình .,0,1
l?p cô d?y r?t vui .,1,0
c?n th?ng nh?t n?i dung h?c gi?a lý thuy?t và th?c hành .,0,1
"nhà tr??ng nên cho sinh viên bi?t c? th? n?i dung , m?c ?ích môn h?c ngay t? ?? giúp sinh viên hi?u rõ h?n v? môn h?c s?p t?i .",0,1
"d?y nhanh , ng?n g?n , hi?u qu? .",1,0
"chân tình gi?ng d?y , t?n tình v?i sinh viên .",1,0
ph??ng pháp truy?n ??t ki?n th?c t?i sinh viên ch?a ???c hi?u qu? .,0,0
hình th?c thi ?? ?óng không phù h?p v?i môn h?c .,0,1
"gi?ng viên t?n tâm , nhi?t tình trong công tác gi?ng d?y .",1,0
"th?y d?y d? hi?u , nhi?t tình v?i sinh viên .",1,0
"gi?ng viên d?y sai ki?n th?c v? fork , gi?i thu?t round robin , bài t?p v? chi?n l??c placement .",0,0
cô r?t nhi?t huy?t và t?n tâm v?i công vi?c .,1,0
th?y nên h??ng d?n sinh viên th?c hành thay vì ng?i im nh? giám th? gác thi th?c hành .,0,0
h??ng d?n t?n tình !,1,0
gi?ng viên c?n gi?ng gi?i các slide ch?m l?i và gi?i k? các ví d? c? b?n .,0,0
"t?n tình giúp ?? h?c sinh , th?y d?y nhi?t huy?t .",1,0
cho sinh viên bi?t ?i?m thi gi?a k? và ?i?m thi speaking ngay khi có th? .,0,1
ph?i th?c hành nhi?u h?n n?a .,0,1
"th?y r?t nhi?t tình , gi?ng thì d? hi?u .",1,0
giáo viên gi?ng d?y tr?c quan d? hi?u .,1,0
ch?a t?n d?ng th?i gian hi?u qu? .,0,0
nh?t thi?t ph?i ??m b?o yêu c?u v? c? s? v?t ch?t phù h?p v?i môn h?c .,0,2
th?y t??ng tác nhi?u v?i sinh viên .,1,0
"c?n thêm thi?t b? ?? làm các bài t?p th?c hành v? ?o hóa , qu?n tr? .",0,2
"th?y th?c hành vào l?p ?úng m?t bu?i , ch?a ??y 2 ti?t và ch? ?? giao l?u , trao ??i .",0,0
m?t s? phòng thì qu?t ?ã b? h?ng .,0,2
t?ng c??ng nh?ng ti?t làm bài t?p và phân tích v? th?c ti?n h?n .,0,1
i love teacher x .,1,0
"ph??ng pháp gi?ng d?y và cách ti?p c?n v?i sinh viên r?t t? nhiên , không gò bó .",1,0
"ki?n th?c r?t nhi?u , th?i giang gi?ng d?y h?i ít .",0,0
"ph?n th?c hành còn s? sài , ch?a h? tr? t?t cho lý thuy?t .",0,1
"cô nhi?t tình quá nên nhi?u cái cô gi?ng ?i gi?ng l?i bu?n ng? quá , mà t?n th?i gian n?a , nhi?u b?n v?n ch?a hi?u thì nên v? nhà t? h?c thêm ch? cô gi?ng k? quá ?âm ra d? th?a .",0,0
c?p nh?t ch??ng trình h?c .,0,1
"cô d?y khá nhi?t tình , tuy nhiên lý thuy?t d?y cô còn hay nh?m l?n , làm sinh viên m? h? .",0,0
"th?y nhi?t tình , ví d? hay .",1,0
"?? c??ng hi?n t?i th?y ra khá là mù m? , r?t t?n th?i gian ?? xác ??nh ý ngh?a th?c s? c?a câu h?i .",0,0
"cô là ng??i d?y hay nh?t , nhi?t tình nh?t , t?n tâm vì sinh viên nh?t mà mình t?ng bi?t .",1,0
"gi?ng viên d?y không hay , ?? tài cô ??a ra không h?p d?n .",0,0
th?y wzjwz114 nên quan tâm t?t c? h?c sinh h?n chút n?a !,0,0
"môn h?c ???c x?p vào phòng có máy chi?u b? h?ng phòng wzjwz66 , mong tr??ng nhanh chóng gi?i quy?t !",0,2
"cô d?y nhi?t tình , d? hi?u , d? th??ng !",1,0
"gi?ng viên nhi?t tình , cho t?p bóng nhi?u .",1,0
hy v?ng s? có th?y cô khác d?y .,0,0
bài t?p th?c hành không có s?c lôi cu?n sinh viên ph?i th?c hi?n .,0,1
"gi?ng viên vui tính , t?n tình ch? b?o .",1,0
??m b?o ?úng th?i gian lên l?p !,1,0
s? d?ng trang thi?t b? hi?u qu? cho quá trình h?c t?p .,1,2
l??ng ki?n th?c c?n h?c quá dài và khó ti?p thu .,0,1
"bài gi?ng t?ng ph?n có bài t?p , ví d? c? th? d? hi?u , ?? n?m ???c ki?n th?c .",1,1
"nh?ng ?? án th?y cho deadline ???c ?òi h?i quá nhi?u , h?c th?y c?ng th?ng , th?y ít khi vui v? trong gi? h?c .",0,0
ch?a làm rõ n?i dung gi?ng d?y nên có m?t s? ph?n h?i khó ti?p thu .,0,0
"cô không nên nh?c ?i nh?c l?i m?t n?i dung quá ba l?n  làm cho nh?ng b?n hi?u r?i nghe ?i nghe l?i c?m th?y bu?n ng? , mà ch?a ch?c nh?ng b?n ch?a hi?u có nghe hay không .",0,0
"nhi?t tình , tâm huy?t , báo sát n?i dung môn h?c , h?t lòng h? tr? sinh viên .",1,0
"tuy nhiên cách truy?n ??t c?a th?y v?n ch?a d? hi?u l?m , nên nói ít lý thuy?t h?n .",0,0
"gi?ng viên gi?ng d?y hài h??c , gi? làm bài t?p nhi?u nên n?m ki?n th?c v?ng h?n .",1,0
"ki?n th?c uyên thâm , t?m hi?u bi?t sâu r?ng .",1,0
sinh ??ng .,1,3
h?c có 3 bu?i thôi nh?ng em không th? ?i bu?i nào ???c vì trùng v?i l?ch môn wzjwz149 .,0,1
"th?y giáo nhi?t tình , thân thi?n , truy?n ??t t?t .",1,0
"d?y hay , t?n tâm .",1,0
"th?y d?y hay , ??ng viên m?i ng??i cùng h?c thêm nh?ng ?i?u m?i , c?i thi?n b?n thân .",1,0
"bài gi?ng h?p d?n , g?n g?i th?c t? .",1,1
c? k? h?c ???c có 5 - 6 bu?i .,0,1
s?n sàng giúp ?? sinh viên .,1,0
"?? án khó , liên quan t?i nhi?u n?i dung ch?a ???c h?c .",0,1
"bên c?nh n?i dung môn h?c , th?y còn chia s? nhi?u v?n ?? hay liên quan ??n l?nh v?c công ngh? thông tin .",1,0
th?y b?t ch?i h?t game không ?? m?t máu thì khó quá .,0,0
nh?ng em ch? không hài lòng v? ch??ng trình h?c theo outcome thôi ? .,0,1
"giáo viên c?n m?n , hay có câu h?i "" hay "" .",1,0
cô d?y h?i chán .,0,0
"ph??ng pháp gi?ng d?y c?a th?y giúp sinh viên ch? ??ng doubledot có các bài t?p trên l?p , làm vi?c theo nhóm .",0,0
cô r?t nhi?t tình v?i sinh viên .,1,0
"t?o group l?p ?? th?o lu?n , gi?i ?áp các th?c m?c r?t hi?u qu? và t?t !",0,1
gi?ng viên t?t v? m?i m?t .,1,0
nên t?p trung vào chuyên môn trong m?i bu?i d?y .,0,1
gi?ng viên r?t nhi?t tình và thân thi?n .,1,0
không có th?c hành môn này .,0,1
n?a ??u tiên h?i có s? chênh l?ch ki?n th?c d?y h?c gi?a l?p sáng và chi?u .,0,1
gi?i bài c?n chi ti?t h?n .,0,0
"v?y em mong nhà tr??ng gi?i quy?t giúp em , m?t là không ?? ?i?m t?ng k?t vào h?c k? này , hai là c? g?ng s?p x?p giáo viên nào có kh? n?ng ??m b?o gi? lên l?p giúp em .",0,0
th?y có c?p nh?t slide b? sung ??y ?? và h??ng d?n sinh viên h?c t?p b?ng cách ??c ebook nhi?u h?n .,1,0
gi?ng khá dài dòng và khó hi?u .,0,0
các bài lab ch?a có ?ng d?ng th?c ti?n .,0,1
"vâng , may thay có m?t b?n ?ã tr? l?i ???c nh?ng gì th?y ??a ra , và th? là b?n kia r?t .",0,3
"gi?ng th?y r?t hay , kh? n?ng truy?n ??t r?t t?t .",1,0
cô r?t chú ý nghe câu h?i sinh viên và nhi?t tình gi?i ?áp .,1,0
"gi?ng viên ch?a truy?n ??t bài gi?ng m?t cách li?n m?ch , còn lúng túng .",0,0
"giáo viên truy?n ??t d? hi?u , t?n tình .",1,0
cô r?t thân thi?n và cung c?p ?? ki?n th?c ?? thi các k? thi doubledot toeic và k? thi c?a tr??ng .,1,0
phòng máy c?n ???c nâng c?p nhi?u máy không ho?t ??ng ???c .,0,2
"giáo viên g?y có tâm , h?c sinh tiêp thu nhanh , d? hi?u .",1,0
làm sinh viên không tho?i mái h?c t?p .,0,1
ch?m ?i?m khó .,0,0
c?n có nh?ng bài t?p c? th? cho t?ng tu?n .,0,1
"sinh viên ?ã ch?n ngành , chuyên ngành r?i m?i h?c gi?i thi?u ngành .",0,1
"th?y ch? r?t t?n tâm , nhi?t tình , gi?ng lý thuy?t r?t ?n .",1,0
nhi?t tình và k? l??ng .,1,0
"gi?ng nói c?a th?y có tính ?n ??nh quá cao , c?n ph?i b? sung thêm các xung tr?m b?ng ?? không gây bu?n ng? ? .",0,0
th?y c?ng r?t hay ch? d?n m?i khi có th?c m?c và th?y c?ng ch?u khó gi?ng l?i nguyên ch??ng ch? vì c? l?p ch?a hi?u l?m .,1,0
gi? lên l?p ít .,0,0
cách gi?ng bài hay .,1,0
"chú tr?ng vào th?c t? h?n lý thuy?t , t?ng s? thích thú cho h?c sinh .",1,1
"gi?ng viên d? tính , khá nhi?t tình , thân thi?n .",1,0
"th?y nên cho nhi?u ví d? bên ngoài , sinh ??ng h?n , giúp sinh viên th?o lu?n nhi?u h?n .",0,0
"th?y t?n tâm nhi?t tình , di?n ??t trình bày hay .",1,0
"th?y t?n tình , d?y d? hi?u .",1,0
n?u có thì c?ng xin xem l?i ch?t l??ng môn này .,0,1
"gi?ng viên có ki?n thúc chuyên môn và ki?n th?c chung r?t t?t , tài n?ng , gi?i ngo?i ng? , hi?n lành , g?n g?i v?i sinh viên .",1,0
"th?y d?y r?t vui v? , g?n g?i v?i h?c sinh .",1,0
assignments given at home are good .,1,3
th?y nghiêm kh?c nh?ng r?t nhi?t tình !,1,0
"ti?p c?n ???c ph??ng pháp h?c ti?ng anh hoàn toàn m?i so v?i lúc còn h?c c?p 2 , 3 .",1,1
th?y d?y ki?n th?c ?? ?? em làm bài thi hi?u v? gi?i tích 2 và ??t ???c k?t qu? t?t trong k? thi .,1,0
"d?y d? hi?u , k? càng .",1,0
mong th?y d?y nhi?u môn h?n n?a .,0,0
máy chi?u r?t m? .,0,2
??m b?o ?úng th?i gian lên l?p c?a gi?ng viên !,1,0
mong tr??ng xem l?i ph??ng pháp d?y c?a th?y .,0,0
copy code t? cái slide qu?ng vào visual ?? ch? th?y ch?m ?i?m cho cao .,0,0
không ??n l?p làm sinh viên ?i h?c r?i ph?i t? ?i v? .,0,0
gi?ng viên ph?i gi?ng k? v? nh?ng công th?c và không nên cho làm bài t?p m?t cách khuôn kh? không có sáng t?o .,0,0
c?n t?ng c??ng ch?t l??ng phòng máy .,0,2
d?y h?i lâu v? ki?n th?c .,0,0
"th?y d?y r?t t?n tình , chu ?áo , cách d?y phù h?p v?i môn h?c , không yêu c?u sinh viên ph?i ràng bu?c ki?n th?c , ph?i t? tìm tòi h?c h?i .",1,0
tr??ng mình r?t may m?n có m?t ng??i th?y nh? v?y .,1,0
"?ây là m?t môn khó , do ?ó c?n liên h? v?i th?c ti?n ?? sinh viên có th? hi?u rõ ý ngh?a c?a môn h?c .",0,1
"trong bu?i h?c th?y hay nói lan man nhi?u ch? ?? khác , tuy thu hút ???c s? t?p trung và chú ý c?a sinh viên nh?ng th??ng không liên quan ho?c ít liên quan ??n môn h?c .",0,0
"nhi?t tình và t?n tâm v?i h?c sinh , gi?ng bài r?t d? hi?u .",1,0
th?c hành quá khó h?u nh? ch?a sinh viên nào có kinh nghi?m l?i ?i cho m?t d? án r?i t? sinh viên làm th? h?i sao sinh viên có th? làm ???c .,0,1
"ch? y?u là ??c slide , ?ôi khi gây khó hi?u , nhàm chán m?c dù th?y d?y r?t t?n tâm .",0,0
hi?n h?u .,1,0
"d?y t?n tình , d? hi?u .",1,0
giáo viên nhi?t tình vui v? .,1,0
"ít t??ng tác v?i sinh viên khi d?y , không thông báo c? th? ?? án ph?i làm nh?ng gì , không thông báo ngày báo cáo c?ng nh? h?i han ti?n ?? ?? án .",0,0
thày r?t nhi?t tình trong gi?ng d?y và h??ng d?n sinh viên .,1,0
"th?y gi?ng hay và r?t nhi?t tình v?i h?c sinh , thân thi?n .",1,0
"th?y gi?ng bài k? , chi ti?t .",1,0
"gi?ng viên d?y , gi?i ?áp nhi?t tình cho sinh viên .",1,0
th?y vô cùng nhi?t tình .,1,0
"gi?ng c? th? , rõ ràng .",1,0
"c?n có bài t?p nhóm , trên l?p ho?c v? nhà .",1,1
"nhi?t tình , d? g?n , hình th?c gi?ng d?y d? hi?u .",1,0
d?y l??t nhanh lý thuy?t .,0,0
em th?t s? không n?m ???c n?i dung và yêu c?u c?a môn h?c .,0,3
"môn này c?n t?ng lên 4 tín ch? thay vì là 3 vì m?ng truy?n thông và di ??ng có ki?n th?c khá r?ng , môn này không có th?c hành nên có th?c hành vì m?ng di ??ng mà không th?c hành thì khá tr?u t??ng .",0,1
ch?t l??ng ?ào t?o t?t !,1,1
n?i dung th?y d?y b? r?i r?c .,0,0
c?n t?ng c??ng gi?ng gi?i lý thuy?t .,0,1
th?y gi?ng bài r?t d? hi?u và bài t?p th?y gi?ng r?t k? !,1,0
các bài th?c hành theo ý ki?n ch? quan c?a sinh viên thì h?i quá khó nh?t là 1 - 2 bài g?n cu?i .,0,1
"gi?i thích rõ n?i dung c?a m?i bài tr??c khi th?c hành , gi?i ?áp các th?c m?c c?a sinh viên trong quá trình th?c hành .",1,0
có s? ??nh h??ng và c?p nh?t thông tin cho sinh viên .,1,0
th?y có ki?n th?c r?t r?ng và d?y nhi?u ki?n th?c hay .,1,0
"gi?ng viên nói suông lý thuy?t , không có minh ho? c? th? tr?c ti?p .",0,0
"th?y d?y d? hi?u , phong thái m? colonsmile .",1,0
t?n tình trong vi?c gi?ng d?y .,1,0
"th?y nên phân 2 - 3 nhóm làm chung ?? tài seminar , nh? v?y nh?ng bu?i seminar s? có ph?n bi?n và tr? nên thú v? h?n .",0,0
"h??ng d?n sinh viên ti?p c?n ???c nhi?u k? n?ng c?a b? môn , cho nhi?u bài t?p , ch? nhi?u trang web , sách ?? h? tr? cho ph?n h?c t?t .",1,0
"th?y gi?ng bài t?t , bài th?c hành em làm không sót bài nào .",1,0
"giáo viên gi?ng d?y nhi?t tình , t?n tâm .",1,0
nên h??ng d?n các bài t?p th?c hành tr??c khi cho sinh viên làm .,0,0
ch?a t?n d?ng t?t th?i gian lên l?p .,0,0
nên b? ho?c là tâm huy?t v?i seminar thì t?t h?n .,0,1
"t?n tâm , nhi?t tình , vui tính , bài gi?ng ng?n g?n , d? hi?u .",1,0
"tính cách c?a th?y hoàn toàn ch?ng ra m?t ng??i th?y h?c cao , t?ng ?i du h?c gì h?t .",0,0
ki?m tra v? bài t?p .,0,0
"th?y d?y hay , d? hi?u , ki?n th?c ngoài l? r?t b? ích .",1,0
hy v?ng th?y cho nhi?u bài t?p h?n .,0,0
